NumMajorMergersLast250Myr,NumMajorMergersLast500Myr,NumMajorMergersLastGyr,NumMajorMergersSinceRedshiftOne,NumMajorMergersSinceRedshiftTwo,NumMajorMergersTotal,NumMergersLast250Myr,NumMergersLast500Myr,NumMergersLastGyr,NumMergersSinceRedshiftOne,NumMergersSinceRedshiftTwo,NumMergersTotal,NumMinorMergersLast250Myr,NumMinorMergersLast500Myr,NumMinorMergersLastGyr,NumMinorMergersSinceRedshiftOne,NumMinorMergersSinceRedshiftTwo,NumMinorMergersTotal,SnapNumLastMajorMerger,SnapNumLastMerger,SnapNumLastMinorMerger,SnapNumNextMajorMerger,SnapNumNextMerger,SnapNumNextMinorMerger,Illustris_ID,P_Late,Sigma_Late,P_S0,Sigma_S0,P_Sab,Sigma_Sab
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,7.0,11.0,0.0,0.0,0.0,5.0,6.0,7.0,32.0,88.0,88.0,-1.0,-1.0,-1.0,47,0.33161529898643494,0.06539248675107956,0.77802574634552,0.059283897280693054,0.06624510884284973,0.04325677081942558
0.0,0.0,0.0,1.0,2.0,10.0,0.0,1.0,1.0,5.0,9.0,18.0,0.0,0.0,0.0,0.0,2.0,2.0,66.0,96.0,49.0,-1.0,-1.0,-1.0,48,0.861153244972229,0.020344063639640808,0.99981290102005,0.0017200070433318615,0.8361335396766663,0.03347395732998848
0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,9.0,18.0,0.0,0.0,0.0,1.0,3.0,5.0,18.0,77.0,77.0,-1.0,-1.0,-1.0,49,0.04706418514251709,0.031907614320516586,0.27913111448287964,0.04509652778506279,0.09379354119300842,0.05282265692949295
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,77.0,17.0,-1.0,-1.0,-1.0,50,0.6595726013183594,0.06932992488145828,0.7868860960006714,0.02034303918480873,0.16635918617248535,0.11406683921813965
0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,2.0,6.0,10.0,16.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,96.0,30.0,-1.0,-1.0,-1.0,51,0.8563073873519897,0.007162630558013916,0.9993324279785156,0.002936062403023243,0.8214023113250732,0.04590025171637535
0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,13.0,23.0,0.0,0.0,0.0,1.0,2.0,3.0,25.0,61.0,54.0,-1.0,-1.0,-1.0,52,0.829308807849884,0.049359895288944244,0.9515953063964844,0.009153145365417004,0.5180538892745972,0.043540533632040024
0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,18.0,39.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,56.0,25.0,-1.0,-1.0,-1.0,53,0.20697912573814392,0.04857031628489494,0.5267511606216431,0.053154923021793365,0.10456582903862,0.053979601711034775
0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,5.0,5.0,12.0,0.0,0.0,0.0,1.0,1.0,3.0,67.0,67.0,57.0,-1.0,-1.0,-1.0,54,0.9993952512741089,9.91778215393424E-4,0.9118087291717529,0.06250452995300293,0.9001339673995972,0.05757191404700279
0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,7.0,30.0,0.0,0.0,0.0,0.0,1.0,4.0,33.0,48.0,35.0,-1.0,-1.0,-1.0,55,0.2376614809036255,0.056411951780319214,0.4269554018974304,0.07823674380779266,0.09660807251930237,0.0429585725069046
0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,64.0,15.0,-1.0,-1.0,-1.0,56,0.24154144525527954,0.05768855661153793,0.6480425596237183,0.06985357403755188,0.10625803470611572,0.05920165777206421
